track_id,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,emotion
03m9IVJBNQ1nEunB5W3IhM,0.221,0.698,0.871,0.0,0.298,-7.073,0.0469,98.003,0.79,2
7hSqDio508Z7R2hZ7klFrv,0.0537,0.689,0.797,0.0,0.212,-5.604,0.128,117.982,0.855,2
3Dv1eDb0MEgF93GpLXlucZ,0.264,0.787,0.673,3.35e-06,0.0904,-4.583,0.159,110.962,0.779,2
5Yo5PpwKlekpbOd8JucLAP,0.00325,0.706,0.68,7.04e-05,0.146,-9.103,0.0324,115.04,0.43,2
4vHNeBWDQpVCmGbaccrRzi,0.821,0.739,0.522,0.00124,0.233,-12.304,0.151,138.263,0.619,2
4ReJJcpW8HtVnqzhf6DwNV,0.429,0.875,0.649,0.00237,0.0704,-5.754,0.0433,140.031,0.833,2
2gK4qTOtzYQiiOW6I2bXj8,0.572,0.753,0.54,0.00152,0.121,-8.857,0.0419,104.075,0.233,2
7wV5gBT9RMMl7LPRG6swGg,0.0616,0.611,0.677,0.26,0.137,-9.257,0.0347,120.028,0.112,2
4DHcnVTT87F0zZhRPYmZ3B,0.0584,0.706,0.691,6.99e-05,0.0232,-4.775,0.0633,118.048,0.632,2
6UelLqGlWMcVH1E5c4H7lY,0.122,0.548,0.816,0.0,0.335,-4.209,0.0465,95.39,0.557,2
1Cv1YLb4q0RzL6pybtaMLo,0.183,0.878,0.525,0.0,0.0714,-6.832,0.0578,112.022,0.694,2
278i9DLKIzzlcQgS4OoXHT,0.522,0.551,0.589,0.0104,0.208,-9.593,0.0563,83.899,0.494,2
5Iv4HuT9pKPi5WuE2ii3vs,0.00687,0.752,0.781,2.73e-06,0.178,-5.493,0.0429,118.053,0.787,2
53yryXhiQH6zt8tUjE6V32,0.489,0.78,0.352,3.49e-05,0.145,-9.197,0.206,114.978,0.549,2
4NexTaCZZ7Ehnf03A6SVjt,0.158,0.8,0.66,0.02,0.14,-4.903,0.158,117.923,0.634,2
4DAaQ5InUO23d8yNRbB0Yj,0.145,0.714,0.663,0.0,0.264,-5.799,0.0694,95.497,0.64,2
55h7vJchibLdUkxdlX3fK7,0.0412,0.874,0.692,7.24e-05,0.324,-5.28,0.0431,116.017,0.937,2
6ESPVLQpEGHoVgcOi8A4XB,0.563,0.789,0.658,0.0112,0.329,-6.186,0.134,105.039,0.276,2
0AMtfRPz8MIjBApTIRVO4T,0.19,0.778,0.555,0.000362,0.198,-12.339,0.279,100.977,0.698,2
0HXiFFhg287d15ssjFaRZp,0.317,0.78,0.563,2.44e-06,0.48,-6.985,0.061,135.059,0.903,2
6YVajR33kCWLhWpMVD8AGD,0.00598,0.636,0.797,4.26e-06,0.114,-4.644,0.0296,139.963,0.965,2
7sa9I0xtopN7IdUcy1atuB,0.00129,0.625,0.747,0.0138,0.0772,-5.776,0.0285,120.026,0.0939,2
6AXKj2dD1RPQpblLKns1Am,0.0112,0.596,0.872,0.000428,0.159,-5.298,0.0351,137.992,0.502,2
1Ad2HcIX9zBqoWRvxtpYGf,0.143,0.673,0.72,1.82e-05,0.913,-7.318,0.039,123.032,0.588,2
3HL3TJezSH1S7e1daqWb7g,0.0884,0.667,0.744,2.02e-05,0.135,-6.238,0.0291,124.031,0.185,2
6iYMfxznTBlcVOgRHab2W0,0.000564,0.566,0.846,0.000795,0.121,-6.904,0.035,160.02,0.86,2
3zIyOzZR70dOjAI1OPom7W,0.546,0.707,0.573,0.0779,0.11,-8.524,0.0397,92.975,0.134,2
5kyJ6sznnWACqHbw65p34Q,0.397,0.706,0.77,1.84e-05,0.209,-6.224,0.0653,117.075,0.967,2
5hnGrTBaEsdukpDF6aZg8a,0.214,0.4,0.641,0.0,0.0656,-6.303,0.0674,81.552,0.393,3
3JvKfv6T31zO0ini8iNItO,0.695,0.445,0.537,1.65e-05,0.0944,-8.532,0.04,122.769,0.131,3
4IhTXiZLKATmwhMZIb1GQN,0.981,0.44,0.04,0.465,0.111,-16.887,0.0322,135.965,0.249,3
7qEHsqek33rTcFNT9PFqLf,0.751,0.501,0.405,0.0,0.105,-5.679,0.0319,109.891,0.446,3
1ugQtcwmKOXvKAYzhjncmv,0.855,0.411,0.204,0.0,0.143,-11.575,0.0578,70.853,0.337,3
60iSKGrGazRzICtMjADNSM,0.443,0.688,0.53,0.0,0.0995,-5.507,0.0333,106.958,0.162,3
219slQu3ALbTSAe9P22hvE,0.885,0.502,0.168,0.0,0.111,-14.061,0.0486,112.881,0.355,3
5Nm9ERjJZ5oyfXZTECKmRt,0.588,0.413,0.42,6.39e-05,0.11,-6.444,0.0416,84.126,0.185,3
27829SWtwhWUANViVTEpol,0.717,0.477,0.445,0.0,0.0996,-5.395,0.0338,82.765,0.466,3
0DuWDLjriRPjDRoPgaCslY,0.528,0.331,0.341,0.0,0.109,-6.057,0.0309,109.821,0.152,3
4Of7rzpRpV1mWRbhp5rAqG,0.946,0.736,0.308,0.0,0.186,-7.83,0.0677,111.202,0.361,3
1B62o4CbdL9ckGvwsz2cgn,0.868,0.604,0.36,0.0343,0.112,-10.109,0.0253,103.985,0.37,3
0IHDNjKLm8HDLEN3nbsIoh,0.893,0.574,0.336,0.000274,0.106,-12.837,0.06,109.922,0.197,3
4ZLzoOkj0MPWrTLvooIuaa,0.72,0.498,0.235,0.0,0.144,-16.541,0.188,118.917,0.0895,3
12OLyHDxt6dqlAybSPFBK3,0.873,0.646,0.355,0.0,0.115,-7.119,0.0263,84.988,0.364,3
5vjLSffimiIP26QG5WcN2K,0.469,0.618,0.443,0.0,0.0829,-9.681,0.0526,119.949,0.167,3
0eUoazaVUu4Y83USuUTz7P,0.734,0.583,0.432,0.0,0.346,-4.598,0.0301,124.066,0.264,3
5zCunX8URvLoBHlg1Fnjv6,0.954,0.418,0.248,4.21e-06,0.108,-9.997,0.0451,130.953,0.298,3
4ENjopIjOD5PKPb52NKNKo,0.673,0.4,0.335,0.0,0.0856,-8.355,0.0389,99.378,0.208,3
4N2LGoEJi3aGDgEAnsjtBz,0.664,0.508,0.404,0.0,0.104,-11.092,0.0788,81.713,0.129,3
2VDTqhsSzrRxsbjvv4KLPl,0.797,0.569,0.393,0.0,0.123,-6.507,0.0411,128.704,0.405,3
1odExI7RdWc4BT515LTAwj,0.83,0.508,0.43,0.000441,0.093,-9.475,0.0335,130.09,0.324,3
69vToJ9BMbbLlFZo7k7A7B,0.918,0.329,0.235,0.0,0.137,-7.699,0.0303,171.006,0.22,3
2Yy0FsAV2I5VXU4xpph2WN,0.945,0.621,0.31,6.12e-05,0.117,-10.164,0.0283,111.881,0.125,3
3cgHwqbHcu1DKFADvkgPJ7,0.675,0.557,0.317,1.86e-06,0.101,-9.497,0.0335,120.419,0.166,3
6J2LdBN97cDWn0MLxYh9HB,0.868,0.708,0.186,0.0,0.0779,-8.953,0.042,72.541,0.322,3
3AUJPkufIPae7u2NYa2UL5,0.819,0.582,0.372,0.0,0.295,-5.768,0.0294,125.901,0.297,3
0Mq0reDcNpgmQkjHfzpJrp,0.819,0.581,0.263,0.0,0.0808,-10.411,0.032,125.004,0.229,3
41WTP0gosjYD74B06uS2tL,0.905,0.531,0.347,0.0,0.0935,-7.044,0.0345,114.441,0.289,3
226PUvIuxGdceSijXXZRRz,0.694,0.657,0.355,0.000425,0.123,-12.047,0.0715,74.99,0.0808,3
5hwh37sTi84MVhCBMWzhGE,0.928,0.477,0.242,0.0,0.0818,-9.162,0.0529,43.509,0.488,3
0zMzyHAeMvwq5CRstru1Fp,0.963,0.586,0.128,0.0,0.0858,-9.297,0.0496,123.498,0.371,3
6ATgDc6e4sPn84hvJsAmPt,0.656,0.407,0.416,0.0,0.0981,-8.915,0.174,176.947,0.246,3
5qrSlOut2rNAWv3ubArkNy,0.705,0.551,0.537,0.0,0.0802,-7.595,0.034,126.421,0.493,3
5MzXUNfn8AAcz4Z6j2KgTK,0.817,0.383,0.43,1.04e-06,0.0869,-8.644,0.0302,107.005,0.174,3
6O5TrlFWTYvznd9fMC0VvU,0.303,0.376,0.595,0.0,0.095,-5.936,0.0496,144.361,0.265,3
2Kz5qeXifBxE0zmuoVchlM,0.0831,0.474,0.707,0.0,0.162,-4.534,0.0253,83.235,0.224,3
54KFQB6N4pn926IUUYZGzK,0.885,0.264,0.122,0.349,0.094,-15.399,0.0349,148.658,0.0735,3
5TvE3pk05pyFIGdSY9j4DJ,0.857,0.407,0.147,2.89e-06,0.0913,-8.822,0.0355,141.284,0.0765,3
5dyihZecYMcEPq09Bk2OL2,0.952,0.731,0.153,0.0,0.134,-14.409,0.0562,78.072,0.324,3
5sF7hdYvhrcgNq8NZjfK8L,0.964,0.405,0.111,4.37e-05,0.0872,-11.879,0.0369,116.86,0.219,3
55Am8neGJkdj2ADaM3aw5H,0.701,0.311,0.485,0.0,0.0726,-5.726,0.0365,77.355,0.225,3
4G92yYrUs0cvY7G41YRI0z,0.874,0.439,0.153,0.0,0.107,-8.95,0.0479,116.76,0.104,3
6pP5RJbBH6eKR8BCYX3MSU,0.886,0.604,0.261,0.0,0.142,-7.736,0.0598,77.245,0.361,3
76eBb8heDKtUg68WiKX9j1,0.292,0.558,0.451,0.0,0.101,-6.163,0.0388,150.008,0.238,3
4AFwnrH5atiJoAd5xS5QtR,0.434,0.605,0.629,0.0,0.097,-5.051,0.0278,99.893,0.308,3
2NUx9qTDo8pwU4lpFZPVPF,0.0835,0.547,0.389,0.0,0.0443,-12.789,0.0357,90.01,0.27,3
16XiTUC2rQvb5lmtOm3FYY,0.177,0.563,0.473,1.5e-06,0.108,-4.147,0.0361,69.926,0.342,3
4nyF5lmSziBAt7ESAUjpbx,0.731,0.445,0.455,1.47e-06,0.124,-6.405,0.0575,109.885,0.151,3
1NrJYpdAi7uosDRPmSYrsG,0.363,0.593,0.74,2.22e-05,0.102,-6.12,0.0339,118.008,0.502,3
75JFxkI2RXiU7L9VXzMkle,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,146.277,0.213,3
4nVBt6MZDDP6tRVdQTgxJg,0.225,0.6,0.663,0.0,0.119,-5.802,0.0477,121.07,0.286,3
5fVZC9GiM4e8vu99W0Xf6J,0.269,0.64,0.743,0.0,0.101,-4.08,0.0379,122.035,0.361,3
3Pbp7cUCx4d3OAkZSCoNvn,0.384,0.527,0.551,2.75e-06,0.403,-11.258,0.0345,148.035,0.443,3
4IoYz8XqqdowINzfRrFnhi,0.0187,0.338,0.803,0.0,0.136,-5.412,0.0413,151.994,0.4,3
4llK75pXNWZz6KAho2Gp16,0.228,0.651,0.663,0.0,0.0994,-5.569,0.0281,102.0,0.465,3
0mUyMawtxj1CJ76kn9gIZK,0.448,0.599,0.785,0.00336,0.151,-4.013,0.0309,140.046,0.52,3
0NlGoUyOJSuSHmngoibVAs,0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,0.159,3
2L9N0zZnd37dwF0clgxMGI,0.473,0.516,0.322,0.00194,0.215,-11.762,0.0292,148.005,0.261,3
4kflIGfjdZJW4ot2ioixTB,0.892,0.559,0.33,0.0,0.0975,-8.251,0.0285,135.109,0.285,3
5uCax9HTNlzGybIStD3vDh,0.695,0.358,0.557,0.0,0.0902,-7.398,0.059,85.043,0.494,3
1BiCuznvS1EU9TDifqYm4I,0.41,0.664,0.547,0.0,0.308,-5.927,0.06,79.937,0.404,3
7795WJLVKJoAyVoOtCWqXN,0.529,0.678,0.484,2.01e-05,0.0766,-5.795,0.0361,82.004,0.493,3
2fmyrECK6bdfoGven0UMZx,0.084,0.525,0.61,0.0,0.0572,-6.793,0.0404,101.875,0.293,3
2BOqDYLOJBiMOXShCV1neZ,0.837,0.681,0.174,3.35e-05,0.0983,-8.745,0.0315,112.672,0.231,3
0VhgEqMTNZwYL1ARDLLNCX,0.308,0.696,0.543,0.0,0.0939,-6.164,0.0489,107.969,0.479,3
6DWCcTqHTTMY7gJa3fD1q1,0.73,0.426,0.449,0.0,0.119,-6.549,0.0298,110.995,0.197,3
5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,0.595,0.0,0.109,-4.63,0.0313,119.972,0.222,3
13HVjjWUZFaWilh2QUJKsP,0.82,0.536,0.311,1.65e-05,0.107,-10.396,0.0288,147.486,0.246,3
0nJW01T7XtvILxQgC5J7Wh,0.932,0.612,0.28,0.0,0.088,-8.648,0.0434,72.795,0.387,3
3KbFtYPyVP6C7BQVgH2cCf,0.904,0.561,0.245,0.0,0.0933,-6.372,0.0344,109.558,0.402,3
6mORGLOz79w6VsCRLWYYuK,0.969,0.443,0.369,0.277,0.638,-9.514,0.0441,174.107,0.0989,3
6lanRgr6wXibZr8KgzXxBl,0.309,0.421,0.407,0.000961,0.11,-7.445,0.0267,139.028,0.161,3
6P7tTFzn6oNa0GL8w8oazE,0.894,0.552,0.18,0.000393,0.105,-10.583,0.0293,76.995,0.0896,3
3U4isOIWM3VvDubwSI3y7a,0.922,0.422,0.264,0.0,0.132,-7.064,0.0322,119.93,0.331,3
0TAmnCzOtqRfvA38DDLTjj,0.811,0.709,0.22,0.0,0.175,-11.856,0.0327,110.076,0.53,3
0qvzXomUDJVaUboy2wMfiS,0.712,0.677,0.401,0.0,0.116,-8.467,0.0308,111.825,0.195,3
12Vq5jSh7oJHTN0n1lALD9,0.911,0.489,0.283,6.19e-05,0.112,-11.482,0.0446,139.944,0.464,3
0gJvqi9QyASOCtJu99tytc,0.248,0.587,0.583,0.0,0.124,-5.284,0.0313,139.92,0.15,3
6u9RqxALwkjJ1ukB1y8vuP,0.00455,0.574,0.704,0.0,0.107,-4.72,0.0319,109.999,0.368,3
5QXtO5ZYgzGmKTDUqWdhfB,0.778,0.407,0.308,1.46e-05,0.092,-9.001,0.0296,73.254,0.153,3
5TTyyKNJZHONhjtAiXL1nG,0.443,0.467,0.469,0.000216,0.0874,-10.523,0.0374,199.752,0.576,3
5rEvuW4YhwobKwGL1HPrXA,0.365,0.479,0.545,0.0,0.0963,-7.346,0.0688,74.897,0.243,3
3qhlB30KknSejmIvZZLjOD,0.0351,0.689,0.454,0.00259,0.0707,-7.643,0.0584,159.982,0.912,3
1mXVgsBdtIVeCLJnSnmtdV,0.638,0.715,0.372,0.0,0.169,-8.237,0.0443,91.931,0.474,3
4KULAymBBJcPRpk1yO4dOG,0.554,0.429,0.453,2e-06,0.102,-7.746,0.0459,77.639,0.155,3
5yVIlYEHZxQVLyInCdldoS,0.135,0.376,0.695,0.0,0.11,-4.782,0.0933,169.533,0.302,3
5PKWUDfQFtc5qqo8cs1gQp,0.00408,0.603,0.67,1.66e-06,0.112,-3.882,0.0249,107.995,0.445,3
0ZUo4YjG4saFnEJhdWp9Bt,0.271,0.519,0.749,0.0,0.119,-3.318,0.0405,147.905,0.29,3
1fyysXwSGNtMeqMBLwW3SI,0.144,0.63,0.694,0.0,0.0835,-4.501,0.0242,94.034,0.49,3
6k8kLJFmWkHaTbSLUhJ3H0,0.952,0.379,0.29,0.000996,0.118,-8.487,0.0513,165.997,0.184,3
2afCBiru10AFckfOa49wIa,0.22,0.574,0.329,0.0,0.0986,-6.829,0.0274,130.993,0.356,3
4KlL5Bwlm4yHYxr0B2rHci,0.952,0.445,0.179,0.00056,0.107,-12.938,0.0396,72.246,0.119,3
0M3HkE321xpCbCYqVKzr1q,0.337,0.576,0.835,0.0,0.082,-6.826,0.0486,150.017,0.476,3
555CH6CnGJRqO37pqA30vW,0.761,0.455,0.296,0.0,0.0783,-8.513,0.0399,171.744,0.31,3
3bNv3VuUOKgrf5hu3YcuRo,0.893,0.556,0.319,0.0,0.0996,-8.251,0.0281,135.187,0.294,3
3H3r2nKWa3Yk5gt8xgmsEt,0.733,0.605,0.377,0.0,0.0808,-6.213,0.0443,73.877,0.519,3
2f0pn9DkEJwAzXApnFh5cr,0.00517,0.52,0.903,0.0,0.254,-5.497,0.042,74.988,0.652,3
4iVVU8DyQvOVsKafv3KWIF,0.0146,0.585,0.625,1.8e-06,0.131,-5.94,0.109,68.68,0.28,3
0otRX6Z89qKkHkQ9OqJpKt,0.039,0.338,0.562,0.0,0.107,-7.181,0.029,149.907,0.259,3
50x1Ic8CaXkYNvjmxe3WXy,0.709,0.594,0.348,2.12e-05,0.317,-8.297,0.0285,120.048,0.248,3
3gdPwk2wyOXNRnTA1KXnEr,0.547,0.675,0.48,0.0,0.0943,-3.658,0.0316,107.86,0.491,3
1J14CdDAvBTE1AJYUOwl6C,0.827,0.453,0.35,0.00122,0.144,-11.639,0.0425,72.017,0.279,3
44G9fSM6qI8zRoG6Qwn3eq,0.0663,0.443,0.613,0.0,0.113,-4.214,0.047,120.865,0.342,3
2xlV2CuWgpPyE9e0GquKDN,0.588,0.436,0.473,4.35e-05,0.103,-7.24,0.0307,108.906,0.242,3
3T3sbHYwPvhTCfEeUtvbMF,0.76,0.371,0.501,0.0,0.515,-6.496,0.0383,98.019,0.456,3
1M2nd8jNUkkwrc1dgBPTJz,0.156,0.429,0.594,4.95e-06,0.1,-6.251,0.0277,150.22,0.236,3
2TIlqbIneP0ZY1O0EzYLlc,0.751,0.501,0.405,0.0,0.105,-5.679,0.032,109.889,0.447,3
3EPXxR3ImUwfayaurPi3cm,0.697,0.553,0.586,0.0,0.0813,-6.319,0.0362,126.684,0.443,3
3X003bO0MMxXEsJJxidiig,0.289,0.509,0.299,0.00109,0.117,-9.26,0.0321,125.754,0.174,3
1mKXFLRA179hdOWQBwUk9e,0.344,0.778,0.547,0.000306,0.132,-7.273,0.0489,95.0,0.442,3
5RIRoQACJBeVzRiDE8M1bM,0.318,0.649,0.684,0.0,0.0705,-5.777,0.0658,120.855,0.308,3
4PwTyisf9W7zfhAAflOKag,0.278,0.753,0.507,0.0,0.073,-4.013,0.0282,111.918,0.453,3
6Qyc6fS4DsZjB2mRW9DsQs,0.00125,0.315,0.715,7.97e-06,0.0942,-8.072,0.0362,155.925,0.497,3
